,optim,activation,loss,samplecomplexity,nfeatures,nhidden,batchsize,lr,momentum,nesterov,nepochs,ntest,startseed,nruns,seed,loss_eps,tau,symmetric_door_k,weightdecay,epoch,train loss,train error,test error
0,p-sgd,quadratic,mse,2.0,1024,1,256,0.01,0.0,False,2000,100,22,10,23,1e-08,1.0,0.6744899999999999,0,1806,27.226605892181396,0.10505276266485453,5.840358257293701
1,p-sgd,quadratic,mse,2.0,1024,1,256,0.01,0.0,False,2000,100,22,10,24,1e-08,1.0,0.6744899999999999,0,3385,28.409297466278076,0.11090918630361556,5.8358893394470215
2,p-sgd,quadratic,mse,2.0,1024,1,256,0.01,0.0,False,2000,100,22,10,25,1e-08,1.0,0.6744899999999999,0,2437,27.548073530197144,0.10480296518653633,5.24295711517334
3,p-sgd,quadratic,mse,2.0,1024,1,256,0.01,0.0,False,2000,100,22,10,26,1e-08,1.0,0.6744899999999999,0,3257,27.11583614349365,0.09940708056092262,14.763649940490724
4,p-sgd,quadratic,mse,2.0,1024,1,256,0.01,0.0,False,2000,100,22,10,27,1e-08,1.0,0.6744899999999999,0,2641,20.2859103679657,0.0804409384727478,7.181779384613037
5,p-sgd,quadratic,mse,2.0,1024,1,256,0.01,0.0,False,2000,100,22,10,28,1e-08,1.0,0.6744899999999999,0,2483,25.223626375198364,0.09585494734346868,9.391561508178713
6,p-sgd,quadratic,mse,2.0,1024,1,256,0.01,0.0,False,2000,100,22,10,29,1e-08,1.0,0.6744899999999999,0,1469,30.54162359237671,0.12191101163625714,5.079797744750977
7,p-sgd,quadratic,mse,2.0,1024,1,256,0.01,0.0,False,2000,100,22,10,30,1e-08,1.0,0.6744899999999999,0,2818,30.177479982376102,0.12638033367693424,7.451583385467528
8,p-sgd,quadratic,mse,2.0,1024,1,256,0.01,0.0,False,2000,100,22,10,31,1e-08,1.0,0.6744899999999999,0,2064,22.997087001800537,0.09992269240319727,6.3135666847229
9,p-sgd,quadratic,mse,2.0,1024,1,256,0.01,0.0,False,2000,100,22,10,32,1e-08,1.0,0.6744899999999999,0,2834,30.8370213508606,0.119279308244586,5.073707103729248
0,gd,quadratic,mse,4.0,1024,1,4096,0.01,0.0,False,2000,100,22,10,23,1e-08,1.0,0.6744899999999999,0,3817,2848.433837890625,0.6954184174537659,4.022657871246338
1,gd,quadratic,mse,4.0,1024,1,4096,0.01,0.0,False,2000,100,22,10,24,1e-08,1.0,0.6744899999999999,0,4079,3031.009765625,0.7399926185607909,4.984574794769287
2,gd,quadratic,mse,4.0,1024,1,4096,0.01,0.0,False,2000,100,22,10,25,1e-08,1.0,0.6744899999999999,0,5337,2970.72216796875,0.7252739667892456,4.550271034240723
3,gd,quadratic,mse,4.0,1024,1,4096,0.01,0.0,False,2000,100,22,10,26,1e-08,1.0,0.6744899999999999,0,4929,2671.4609375,0.6522121429443359,4.49379825592041
4,gd,quadratic,mse,4.0,1024,1,4096,0.01,0.0,False,2000,100,22,10,27,1e-08,1.0,0.6744899999999999,0,8041,3105.350830078125,0.7581422924995422,5.3962507247924805
5,gd,quadratic,mse,4.0,1024,1,4096,0.01,0.0,False,2000,100,22,10,28,1e-08,1.0,0.6744899999999999,0,3483,3184.23095703125,0.7774001359939575,5.646482467651367
6,gd,quadratic,mse,4.0,1024,1,4096,0.01,0.0,False,2000,100,22,10,29,1e-08,1.0,0.6744899999999999,0,4937,2847.947021484375,0.6952995657920837,5.521481990814209
7,gd,quadratic,mse,4.0,1024,1,4096,0.01,0.0,False,2000,100,22,10,30,1e-08,1.0,0.6744899999999999,0,6419,2903.880859375,0.7089552879333496,5.7172675132751465
8,gd,quadratic,mse,4.0,1024,1,4096,0.01,0.0,False,2000,100,22,10,31,1e-08,1.0,0.6744899999999999,0,10413,2802.015625,0.6840858459472656,5.481600761413574
9,gd,quadratic,mse,4.0,1024,1,4096,0.01,0.0,False,2000,100,22,10,32,1e-08,1.0,0.6744899999999999,0,6956,2814.67724609375,0.6871770620346069,3.1255199909210205
0,p-sgd,quadratic,mse,0.1,1024,1,12,0.002,0.9,False,2000,100,32,10,33,1e-08,1.0,0.6744899999999999,0,1571,7.926722310634835e-08,8.085624571120398e-09,4.431869983673097
1,p-sgd,quadratic,mse,0.1,1024,1,12,0.002,0.9,False,2000,100,32,10,34,1e-08,1.0,0.6744899999999999,0,1202,1.80370636944834e-08,2.191012143320453e-09,4.926168441772461
2,p-sgd,quadratic,mse,0.1,1024,1,12,0.002,0.9,False,2000,100,32,10,35,1e-08,1.0,0.6744899999999999,0,1420,9.796163603760355e-08,7.638466155886666e-09,4.268873214721681
3,p-sgd,quadratic,mse,0.1,1024,1,12,0.002,0.9,False,2000,100,32,10,36,1e-08,1.0,0.6744899999999999,0,1446,3.940856727366634e-08,3.501097560013969e-09,2.7695467472076416
4,p-sgd,quadratic,mse,0.1,1024,1,12,0.002,0.9,False,2000,100,32,10,37,1e-08,1.0,0.6744899999999999,0,1279,1.0473712327060033e-07,8.8815303753462e-09,4.658651828765869
5,p-sgd,quadratic,mse,0.1,1024,1,12,0.002,0.9,False,2000,100,32,10,38,1e-08,1.0,0.6744899999999999,0,1580,3.1407769027522484e-08,3.407287809922524e-09,5.637758255004883
6,p-sgd,quadratic,mse,0.1,1024,1,12,0.002,0.9,False,2000,100,32,10,39,1e-08,1.0,0.6744899999999999,0,1450,8.880862109903217e-08,7.001010216001192e-09,5.800614833831787
7,p-sgd,quadratic,mse,0.1,1024,1,12,0.002,0.9,False,2000,100,32,10,40,1e-08,1.0,0.6744899999999999,0,1384,7.725606347245655e-08,4.907682605982522e-09,3.808065176010132
8,p-sgd,quadratic,mse,0.1,1024,1,12,0.002,0.9,False,2000,100,32,10,41,1e-08,1.0,0.6744899999999999,0,1357,5.35284089645908e-08,9.404835330270895e-09,5.307625770568848
9,p-sgd,quadratic,mse,0.1,1024,1,12,0.002,0.9,False,2000,100,32,10,42,1e-08,1.0,0.6744899999999999,0,2008,7.806800539356118e-09,1.6345944104440629e-09,5.754343032836914
0,sgd,quadratic,mse,6.0,1024,1,768,0.002,0.9,False,2000,100,22,10,23,1e-08,1.0,0.6744899999999999,0,23,0.8686122298240662,0.001131005512434058,0.0009528057416900992
1,sgd,quadratic,mse,6.0,1024,1,768,0.002,0.9,False,2000,100,22,10,24,1e-08,1.0,0.6744899999999999,0,67,0.5114671066403389,0.0006659727987425867,0.0005808662390336393
2,sgd,quadratic,mse,6.0,1024,1,768,0.002,0.9,False,2000,100,22,10,25,1e-08,1.0,0.6744899999999999,0,66,2.1566641181707378,0.0028081564378226176,0.0008476418443024157
3,sgd,quadratic,mse,6.0,1024,1,768,0.002,0.9,False,2000,100,22,10,26,1e-08,1.0,0.6744899999999999,0,29,0.3969300910830498,0.0005168360512470828,0.0005619348376058042
4,sgd,quadratic,mse,6.0,1024,1,768,0.002,0.9,False,2000,100,22,10,27,1e-08,1.0,0.6744899999999999,0,38,0.6558841355144978,0.0008540157941752112,0.0006485635531134902
5,sgd,quadratic,mse,6.0,1024,1,768,0.002,0.9,False,2000,100,22,10,28,1e-08,1.0,0.6744899999999999,0,33,1.9640518203377724,0.002557359097409062,0.000929256551899016
6,sgd,quadratic,mse,6.0,1024,1,768,0.002,0.9,False,2000,100,22,10,29,1e-08,1.0,0.6744899999999999,0,35,0.9735034219920636,0.0012675825710175561,0.0006391853094100952
7,sgd,quadratic,mse,6.0,1024,1,768,0.002,0.9,False,2000,100,22,10,30,1e-08,1.0,0.6744899999999999,0,29,2.3285142108798027,0.003031919499335345,0.0009771782206371429
8,sgd,quadratic,mse,6.0,1024,1,768,0.002,0.9,False,2000,100,22,10,31,1e-08,1.0,0.6744899999999999,0,1179,1.1876530274748802,0.001546423212857917,0.0008989190100692213
9,sgd,quadratic,mse,6.0,1024,1,768,0.002,0.9,False,2000,100,22,10,32,1e-08,1.0,0.6744899999999999,0,1678,0.7685703709721565,0.0010007426826632582,0.000798107881564647
0,sgd,quadratic,mse,5.5,1024,1,704,0.002,0.9,False,2000,100,32,10,33,1e-08,1.0,0.6744899999999999,0,560,0.1640687733888626,0.0002330522420379566,0.0007010338595137
1,sgd,quadratic,mse,5.5,1024,1,704,0.002,0.9,False,2000,100,32,10,34,1e-08,1.0,0.6744899999999999,0,82,0.16615239530801773,0.00023601191969646607,0.0008057384984567761
2,sgd,quadratic,mse,5.5,1024,1,704,0.002,0.9,False,2000,100,32,10,35,1e-08,1.0,0.6744899999999999,0,116,0.19903044402599332,0.0002827136959240306,0.0006962552433833481
3,sgd,quadratic,mse,5.5,1024,1,704,0.002,0.9,False,2000,100,32,10,36,1e-08,1.0,0.6744899999999999,0,290,0.1440642476081848,0.00020463671717152462,0.0007704757736064494
4,sgd,quadratic,mse,5.5,1024,1,704,0.002,0.9,False,2000,100,32,10,37,1e-08,1.0,0.6744899999999999,0,100,0.13930074125528336,0.00019787037126661744,0.0007323420722968876
5,sgd,quadratic,mse,5.5,1024,1,704,0.002,0.9,False,2000,100,32,10,38,1e-08,1.0,0.6744899999999999,0,1901,698.6887512207031,0.9924556165933608,5.752237319946289
6,sgd,quadratic,mse,5.5,1024,1,704,0.002,0.9,False,2000,100,32,10,39,1e-08,1.0,0.6744899999999999,0,51,0.5910771340131761,0.0008395982004003598,0.0009424031595699488
7,sgd,quadratic,mse,5.5,1024,1,704,0.002,0.9,False,2000,100,32,10,40,1e-08,1.0,0.6744899999999999,0,362,0.20297914929687974,0.00028832265525124967,0.0009676935733295976
8,sgd,quadratic,mse,5.5,1024,1,704,0.002,0.9,False,2000,100,32,10,41,1e-08,1.0,0.6744899999999999,0,2293,0.2091695219278336,0.0002971157955471426,0.0007560618687421082
9,sgd,quadratic,mse,5.5,1024,1,704,0.002,0.9,False,2000,100,32,10,42,1e-08,1.0,0.6744899999999999,0,50,1.0951109938323498,0.0015555553836748006,0.0008751734858378768
0,p-sgd,quadratic,mse,4.0,1024,1,512,0.01,0.0,False,2000,100,22,10,23,1e-08,1.0,0.6744899999999999,0,744,0.05894908821210265,0.00010899925928242736,0.0009211316937580704
1,p-sgd,quadratic,mse,4.0,1024,1,512,0.01,0.0,False,2000,100,22,10,24,1e-08,1.0,0.6744899999999999,0,587,0.07367043197154999,0.0001388407290505711,0.0009961192263290286
2,p-sgd,quadratic,mse,4.0,1024,1,512,0.01,0.0,False,2000,100,22,10,25,1e-08,1.0,0.6744899999999999,0,1976,214.12082290649414,0.43479148671031,2.6169309616088867
3,p-sgd,quadratic,mse,4.0,1024,1,512,0.01,0.0,False,2000,100,22,10,26,1e-08,1.0,0.6744899999999999,0,2380,0.033971254946663976,6.733986447216012e-05,0.0009729245211929084
4,p-sgd,quadratic,mse,4.0,1024,1,512,0.01,0.0,False,2000,100,22,10,27,1e-08,1.0,0.6744899999999999,0,1663,0.04307858971878886,8.584348051954295e-05,0.0009698324138298633
5,p-sgd,quadratic,mse,4.0,1024,1,512,0.01,0.0,False,2000,100,22,10,28,1e-08,1.0,0.6744899999999999,0,1998,207.56871795654297,0.394528653472662,6.795626163482666
6,p-sgd,quadratic,mse,4.0,1024,1,512,0.01,0.0,False,2000,100,22,10,29,1e-08,1.0,0.6744899999999999,0,1444,0.03839318919926882,7.796650243108161e-05,0.0009915527189150453
7,p-sgd,quadratic,mse,4.0,1024,1,512,0.01,0.0,False,2000,100,22,10,30,1e-08,1.0,0.6744899999999999,0,2826,182.29075813293457,0.3599846325814724,4.034912586212158
8,p-sgd,quadratic,mse,4.0,1024,1,512,0.01,0.0,False,2000,100,22,10,31,1e-08,1.0,0.6744899999999999,0,1418,203.40792083740237,0.4291788153350353,3.12761664390564
9,p-sgd,quadratic,mse,4.0,1024,1,512,0.01,0.0,False,2000,100,22,10,32,1e-08,1.0,0.6744899999999999,0,2655,191.9152946472168,0.3734836094081402,3.6768298149108887
0,p-sgd,quadratic,mse,5.5,1024,1,704,0.01,0.0,False,2000,100,22,10,23,1e-08,1.0,0.6744899999999999,0,188,0.0769429411739111,0.00011114820790680825,0.000989096937701106
1,p-sgd,quadratic,mse,5.5,1024,1,704,0.01,0.0,False,2000,100,22,10,24,1e-08,1.0,0.6744899999999999,0,481,0.08872686792165041,0.00012363838595774723,0.0009673645254224539
2,p-sgd,quadratic,mse,5.5,1024,1,704,0.01,0.0,False,2000,100,22,10,25,1e-08,1.0,0.6744899999999999,0,138,0.1061445828527212,0.00015089802764123306,0.0009056348935700953
3,p-sgd,quadratic,mse,5.5,1024,1,704,0.01,0.0,False,2000,100,22,10,26,1e-08,1.0,0.6744899999999999,0,275,0.05588476313278079,7.803018252161564e-05,0.0009593103895895183
4,p-sgd,quadratic,mse,5.5,1024,1,704,0.01,0.0,False,2000,100,22,10,27,1e-08,1.0,0.6744899999999999,0,423,0.0640318333171308,9.194470658258068e-05,0.0008693712879903616
5,p-sgd,quadratic,mse,5.5,1024,1,704,0.01,0.0,False,2000,100,22,10,28,1e-08,1.0,0.6744899999999999,0,185,0.0725618819706142,0.00010418660258437741,0.0008491284679621457
6,p-sgd,quadratic,mse,5.5,1024,1,704,0.01,0.0,False,2000,100,22,10,29,1e-08,1.0,0.6744899999999999,0,134,0.10121989902108908,0.00014774973351450169,0.0009176762541756033
7,p-sgd,quadratic,mse,5.5,1024,1,704,0.01,0.0,False,2000,100,22,10,30,1e-08,1.0,0.6744899999999999,0,210,0.07932853139936924,0.0001101037914850167,0.0009500138694420457
8,p-sgd,quadratic,mse,5.5,1024,1,704,0.01,0.0,False,2000,100,22,10,31,1e-08,1.0,0.6744899999999999,0,342,0.08595091104507446,0.00011560280654521192,0.0009118213783949614
9,p-sgd,quadratic,mse,5.5,1024,1,704,0.01,0.0,False,2000,100,22,10,32,1e-08,1.0,0.6744899999999999,0,245,0.06589579675346613,9.369076087750727e-05,0.0009453452657908199
0,gd,quadratic,mse,4.5,1024,1,4608,0.01,0.0,False,2000,100,22,10,23,1e-08,1.0,0.6744899999999999,0,234,1.7783553600311282,0.00038592782220803196,0.0009636687464080752
1,gd,quadratic,mse,4.5,1024,1,4608,0.01,0.0,False,2000,100,22,10,24,1e-08,1.0,0.6744899999999999,0,7123,3731.138671875,0.8097088932991028,5.0385422706604
2,gd,quadratic,mse,4.5,1024,1,4608,0.01,0.0,False,2000,100,22,10,25,1e-08,1.0,0.6744899999999999,0,5281,3878.6083984375,0.8417118787765503,6.613567352294923
3,gd,quadratic,mse,4.5,1024,1,4608,0.01,0.0,False,2000,100,22,10,26,1e-08,1.0,0.6744899999999999,0,3209,3972.363525390625,0.8620580434799194,3.6103115081787114
4,gd,quadratic,mse,4.5,1024,1,4608,0.01,0.0,False,2000,100,22,10,27,1e-08,1.0,0.6744899999999999,0,834,0.775531530380249,0.00016830110689625144,0.000978818628937006
5,gd,quadratic,mse,4.5,1024,1,4608,0.01,0.0,False,2000,100,22,10,28,1e-08,1.0,0.6744899999999999,0,6522,3908.510986328125,0.8482011556625366,5.6750569343566895
6,gd,quadratic,mse,4.5,1024,1,4608,0.01,0.0,False,2000,100,22,10,29,1e-08,1.0,0.6744899999999999,0,4219,3310.4716796875,0.7184183597564697,2.6856634616851807
7,gd,quadratic,mse,4.5,1024,1,4608,0.01,0.0,False,2000,100,22,10,30,1e-08,1.0,0.6744899999999999,0,3413,3954.05322265625,0.8580844402313232,3.355692148208618
8,gd,quadratic,mse,4.5,1024,1,4608,0.01,0.0,False,2000,100,22,10,31,1e-08,1.0,0.6744899999999999,0,3404,3758.05029296875,0.8155491352081299,4.781360626220703
9,gd,quadratic,mse,4.5,1024,1,4608,0.01,0.0,False,2000,100,22,10,32,1e-08,1.0,0.6744899999999999,0,3046,3940.177978515625,0.8550733327865601,2.634408473968506
0,p-sgd,quadratic,mse,1.0,1024,1,128,0.01,0.0,False,2000,100,32,10,33,1e-08,1.0,0.6744899999999999,0,7496,0.1980122160166502,0.0016518850898137314,11.15602207183838
1,p-sgd,quadratic,mse,1.0,1024,1,128,0.01,0.0,False,2000,100,32,10,34,1e-08,1.0,0.6744899999999999,0,12890,0.07065269257873298,0.0005918442730035168,8.082764625549316
2,p-sgd,quadratic,mse,1.0,1024,1,128,0.01,0.0,False,2000,100,32,10,35,1e-08,1.0,0.6744899999999999,0,11373,0.12042050249874592,0.000958844590059016,11.773942947387695
3,p-sgd,quadratic,mse,1.0,1024,1,128,0.01,0.0,False,2000,100,32,10,36,1e-08,1.0,0.6744899999999999,0,9265,0.19950753077864647,0.0015385977603727954,14.8639554977417
4,p-sgd,quadratic,mse,1.0,1024,1,128,0.01,0.0,False,2000,100,32,10,37,1e-08,1.0,0.6744899999999999,0,3520,0.32140092737972736,0.0026171099743805826,8.166213035583496
5,p-sgd,quadratic,mse,1.0,1024,1,128,0.01,0.0,False,2000,100,32,10,38,1e-08,1.0,0.6744899999999999,0,7761,0.24349082447588444,0.001774112635757774,8.021279335021973
6,p-sgd,quadratic,mse,1.0,1024,1,128,0.01,0.0,False,2000,100,32,10,39,1e-08,1.0,0.6744899999999999,0,11874,0.13572390750050545,0.0009867169865174221,9.024118423461914
7,p-sgd,quadratic,mse,1.0,1024,1,128,0.01,0.0,False,2000,100,32,10,40,1e-08,1.0,0.6744899999999999,0,9635,0.08200466725975275,0.0006129518078523688,5.909360885620117
8,p-sgd,quadratic,mse,1.0,1024,1,128,0.01,0.0,False,2000,100,32,10,41,1e-08,1.0,0.6744899999999999,0,8219,0.16111524403095245,0.0010837226000148805,7.5680179595947275
9,p-sgd,quadratic,mse,1.0,1024,1,128,0.01,0.0,False,2000,100,32,10,42,1e-08,1.0,0.6744899999999999,0,8745,0.214309711009264,0.0016636013751849532,14.403403282165527
0,gd,quadratic,mse,3.0,1024,1,3072,0.01,0.0,False,2000,100,22,10,23,1e-08,1.0,0.6744899999999999,0,4885,1430.9593505859375,0.4658070802688599,5.899794101715088
1,gd,quadratic,mse,3.0,1024,1,3072,0.01,0.0,False,2000,100,22,10,24,1e-08,1.0,0.6744899999999999,0,5453,1364.08837890625,0.4440391957759857,5.4578208923339835
2,gd,quadratic,mse,3.0,1024,1,3072,0.01,0.0,False,2000,100,22,10,25,1e-08,1.0,0.6744899999999999,0,8876,1418.74560546875,0.4618312418460846,7.165212631225586
3,gd,quadratic,mse,3.0,1024,1,3072,0.01,0.0,False,2000,100,22,10,26,1e-08,1.0,0.6744899999999999,0,7276,1481.5057373046875,0.4822609722614288,8.638080596923826
4,gd,quadratic,mse,3.0,1024,1,3072,0.01,0.0,False,2000,100,22,10,27,1e-08,1.0,0.6744899999999999,0,5156,1448.869873046875,0.4716373383998871,4.033662796020509
5,gd,quadratic,mse,3.0,1024,1,3072,0.01,0.0,False,2000,100,22,10,28,1e-08,1.0,0.6744899999999999,0,4433,1509.6834716796875,0.4914334118366242,7.1304078102111825
6,gd,quadratic,mse,3.0,1024,1,3072,0.01,0.0,False,2000,100,22,10,29,1e-08,1.0,0.6744899999999999,0,11303,1291.19873046875,0.4203120768070221,4.830955028533936
7,gd,quadratic,mse,3.0,1024,1,3072,0.01,0.0,False,2000,100,22,10,30,1e-08,1.0,0.6744899999999999,0,7796,1395.046875,0.4541168212890625,5.499592304229736
8,gd,quadratic,mse,3.0,1024,1,3072,0.01,0.0,False,2000,100,22,10,31,1e-08,1.0,0.6744899999999999,0,14031,1380.19873046875,0.4492834508419037,4.862792015075684
9,gd,quadratic,mse,3.0,1024,1,3072,0.01,0.0,False,2000,100,22,10,32,1e-08,1.0,0.6744899999999999,0,4891,1575.4342041015625,0.5128366351127625,3.6117331981658936
0,gd,quadratic,mse,5.5,1024,1,5632,0.01,0.0,False,2000,100,22,10,23,1e-08,1.0,0.6744899999999999,0,4023,4770.2275390625,0.8469864130020142,3.6416988372802734
1,gd,quadratic,mse,5.5,1024,1,5632,0.01,0.0,False,2000,100,22,10,24,1e-08,1.0,0.6744899999999999,0,6579,5155.626953125,0.9154167175292968,3.1348340511322017
2,gd,quadratic,mse,5.5,1024,1,5632,0.01,0.0,False,2000,100,22,10,25,1e-08,1.0,0.6744899999999999,0,101,1.2342181205749512,0.00021914383978582919,0.0008352342410944402
3,gd,quadratic,mse,5.5,1024,1,5632,0.01,0.0,False,2000,100,22,10,26,1e-08,1.0,0.6744899999999999,0,197,1.044711351394653,0.00018549562082625928,0.0009434628300368787
4,gd,quadratic,mse,5.5,1024,1,5632,0.01,0.0,False,2000,100,22,10,27,1e-08,1.0,0.6744899999999999,0,6408,5413.58984375,0.9612197875976562,3.214341402053833
5,gd,quadratic,mse,5.5,1024,1,5632,0.01,0.0,False,2000,100,22,10,28,1e-08,1.0,0.6744899999999999,0,268,0.9232168793678284,0.00016392345423810184,0.0009987626690417528
6,gd,quadratic,mse,5.5,1024,1,5632,0.01,0.0,False,2000,100,22,10,29,1e-08,1.0,0.6744899999999999,0,158,0.8848323822021484,0.00015710802108515054,0.000901447667274624
7,gd,quadratic,mse,5.5,1024,1,5632,0.01,0.0,False,2000,100,22,10,30,1e-08,1.0,0.6744899999999999,0,373,1.6198707818984983,0.00028761909925378864,0.0008917999803088605
8,gd,quadratic,mse,5.5,1024,1,5632,0.01,0.0,False,2000,100,22,10,31,1e-08,1.0,0.6744899999999999,0,4962,5493.845703125,0.9754697680473328,4.792579174041748
9,gd,quadratic,mse,5.5,1024,1,5632,0.01,0.0,False,2000,100,22,10,32,1e-08,1.0,0.6744899999999999,0,118,1.3159379959106443,0.00023365375818684697,0.0009348209132440387
0,p-sgd,quadratic,mse,10.0,1024,1,1280,0.002,0.9,False,2000,100,22,10,23,1e-08,1.0,0.6744899999999999,0,292,0.14216294419020414,0.00011425197135395139,0.0009968684753403068
1,p-sgd,quadratic,mse,10.0,1024,1,1280,0.002,0.9,False,2000,100,22,10,24,1e-08,1.0,0.6744899999999999,0,227,0.12514156568795445,9.761066121427575e-05,0.0007722817244939506
2,p-sgd,quadratic,mse,10.0,1024,1,1280,0.002,0.9,False,2000,100,22,10,25,1e-08,1.0,0.6744899999999999,0,354,0.17527768202126026,0.00013464684343489353,0.0008493513450957835
3,p-sgd,quadratic,mse,10.0,1024,1,1280,0.002,0.9,False,2000,100,22,10,26,1e-08,1.0,0.6744899999999999,0,268,0.2686441205441952,0.000214029525523074,0.0009002055739983916
4,p-sgd,quadratic,mse,10.0,1024,1,1280,0.002,0.9,False,2000,100,22,10,27,1e-08,1.0,0.6744899999999999,0,244,0.12920623738318682,0.00010024254515883511,0.0009285458363592624
5,p-sgd,quadratic,mse,10.0,1024,1,1280,0.002,0.9,False,2000,100,22,10,28,1e-08,1.0,0.6744899999999999,0,213,0.22395643405616286,0.0001694223847152898,0.0009763176203705369
6,p-sgd,quadratic,mse,10.0,1024,1,1280,0.002,0.9,False,2000,100,22,10,29,1e-08,1.0,0.6744899999999999,0,163,0.17855105362832546,0.0001355563081233413,0.0009610250126570463
7,p-sgd,quadratic,mse,10.0,1024,1,1280,0.002,0.9,False,2000,100,22,10,30,1e-08,1.0,0.6744899999999999,0,182,0.2766993138939142,0.00020849559950875118,0.0009285885025747119
8,p-sgd,quadratic,mse,10.0,1024,1,1280,0.002,0.9,False,2000,100,22,10,31,1e-08,1.0,0.6744899999999999,0,172,0.14538240153342485,0.00010839007882168515,0.0008022736292332411
9,p-sgd,quadratic,mse,10.0,1024,1,1280,0.002,0.9,False,2000,100,22,10,32,1e-08,1.0,0.6744899999999999,0,277,0.15613657981157306,0.00011941640241275307,0.0007917776820249857
0,gd,quadratic,mse,0.1,1024,1,102,0.01,0.0,False,2000,100,32,10,33,1e-08,1.0,0.6744899999999999,0,13972,1.0197709343628958e-06,9.997754624180288e-09,4.3462181091308585
1,gd,quadratic,mse,0.1,1024,1,102,0.01,0.0,False,2000,100,32,10,34,1e-08,1.0,0.6744899999999999,0,12320,1.0196972652920522e-06,9.997031646946652e-09,5.287643432617188
2,gd,quadratic,mse,0.1,1024,1,102,0.01,0.0,False,2000,100,32,10,35,1e-08,1.0,0.6744899999999999,0,20002,7.894017471699044e-06,7.739232898984483e-08,4.140873908996582
3,gd,quadratic,mse,0.1,1024,1,102,0.01,0.0,False,2000,100,32,10,36,1e-08,1.0,0.6744899999999999,0,14125,1.0198482414125463e-06,9.998512240372293e-09,2.8790621757507324
4,gd,quadratic,mse,0.1,1024,1,102,0.01,0.0,False,2000,100,32,10,37,1e-08,1.0,0.6744899999999999,0,14102,1.0198104973824231e-06,9.998141869971278e-09,5.040474891662598
5,gd,quadratic,mse,0.1,1024,1,102,0.01,0.0,False,2000,100,32,10,38,1e-08,1.0,0.6744899999999999,0,16090,1.0199025837209774e-06,9.999045147424113e-09,5.629292011260986
6,gd,quadratic,mse,0.1,1024,1,102,0.01,0.0,False,2000,100,32,10,39,1e-08,1.0,0.6744899999999999,0,15645,1.0199543112321408e-06,9.99955229730176e-09,5.357040882110597
7,gd,quadratic,mse,0.1,1024,1,102,0.01,0.0,False,2000,100,32,10,40,1e-08,1.0,0.6744899999999999,0,15194,1.0199164535151795e-06,9.999181038722327e-09,4.321988105773927
8,gd,quadratic,mse,0.1,1024,1,102,0.01,0.0,False,2000,100,32,10,41,1e-08,1.0,0.6744899999999999,0,13546,1.019818228087388e-06,9.998218253315372e-09,5.10183048248291
9,gd,quadratic,mse,0.1,1024,1,102,0.01,0.0,False,2000,100,32,10,42,1e-08,1.0,0.6744899999999999,0,13973,1.0199559028478686e-06,9.999567396334895e-09,5.749827861785889
0,sgd,quadratic,mse,1.0,1024,1,128,0.002,0.9,False,2000,100,32,10,33,1e-08,1.0,0.6744899999999999,0,20002,0.05445255525410175,0.00042541058792267,41.58887100219727
1,sgd,quadratic,mse,1.0,1024,1,128,0.002,0.9,False,2000,100,32,10,34,1e-08,1.0,0.6744899999999999,0,20002,0.01921862433664501,0.00015014550263003912,14.318349838256836
2,sgd,quadratic,mse,1.0,1024,1,128,0.002,0.9,False,2000,100,32,10,35,1e-08,1.0,0.6744899999999999,0,20002,0.013888264540582895,0.00010850206672330388,11.82512092590332
3,sgd,quadratic,mse,1.0,1024,1,128,0.002,0.9,False,2000,100,32,10,36,1e-08,1.0,0.6744899999999999,0,20002,0.044998286524787545,0.0003515491134749027,16.770883560180664
4,sgd,quadratic,mse,1.0,1024,1,128,0.002,0.9,False,2000,100,32,10,37,1e-08,1.0,0.6744899999999999,0,20002,0.02497169771231711,0.0001950913883774774,17.77793312072754
5,sgd,quadratic,mse,1.0,1024,1,128,0.002,0.9,False,2000,100,32,10,38,1e-08,1.0,0.6744899999999999,0,20002,0.032539478037506335,0.0002542146721680183,17.131816864013672
6,sgd,quadratic,mse,1.0,1024,1,128,0.002,0.9,False,2000,100,32,10,39,1e-08,1.0,0.6744899999999999,0,20002,0.03500297898426652,0.0002734607733145822,14.486148834228516
7,sgd,quadratic,mse,1.0,1024,1,128,0.002,0.9,False,2000,100,32,10,40,1e-08,1.0,0.6744899999999999,0,20002,0.012069451622664928,9.429259080206977e-05,14.91757106781006
8,sgd,quadratic,mse,1.0,1024,1,128,0.002,0.9,False,2000,100,32,10,41,1e-08,1.0,0.6744899999999999,0,20002,0.021999786607921124,0.00017187333287438378,24.051498413085934
9,sgd,quadratic,mse,1.0,1024,1,128,0.002,0.9,False,2000,100,32,10,42,1e-08,1.0,0.6744899999999999,0,20002,0.05409856047481298,0.00042264500370947644,29.787851333618164
0,p-sgd,quadratic,mse,4.5,1024,1,576,0.01,0.0,False,2000,100,22,10,23,1e-08,1.0,0.6744899999999999,0,180,0.10239248536527157,0.00017237113934243098,0.0009237561607733367
1,p-sgd,quadratic,mse,4.5,1024,1,576,0.01,0.0,False,2000,100,22,10,24,1e-08,1.0,0.6744899999999999,0,335,0.049807088449597366,8.631657692603767e-05,0.0009797831298783422
2,p-sgd,quadratic,mse,4.5,1024,1,576,0.01,0.0,False,2000,100,22,10,25,1e-08,1.0,0.6744899999999999,0,973,0.1171589894220233,0.00019879118735843804,0.0009919070871546862
