,activation,batchsize,early_stopping_epochs,epoch,loss,loss_eps,lr,momentum,nepochs,nesterov,nfeatures,nhidden,nruns,ntest,optim,project_on_sphere,samplecomplexity,seed,startseed,symmetric_door_k,tau,test error,train error,train loss,weightdecay
0,quadratic,1024,-1.0,14070,mse,1e-08,0.01,0.9,10000,True,1024,1,10,100,p-sgd,True,2.0,23,22,0.6744899999999999,2.0,0.0009722223621793091,7.69352300267201e-06,0.008147737476974726,0
1,quadratic,1024,-1.0,22360,mse,1e-08,0.01,0.9,10000,True,1024,1,10,100,p-sgd,True,2.0,24,22,0.6744899999999999,2.0,0.0009828759357333183,2.399006098130485e-05,0.024685773067176345,0
2,quadratic,1024,-1.0,21383,mse,1e-08,0.01,0.9,10000,True,1024,1,10,100,p-sgd,True,2.0,25,22,0.6744899999999999,2.0,0.0009858888806775212,1.1273895779595478e-05,0.0110540259629488,0
3,quadratic,1024,-1.0,18805,mse,1e-08,0.01,0.9,10000,True,1024,1,10,100,p-sgd,True,2.0,26,22,0.6744899999999999,2.0,0.0009914173278957603,0.004540382418781519,4.727632761001587,0
4,quadratic,1024,-1.0,22436,mse,1e-08,0.01,0.9,10000,True,1024,1,10,100,p-sgd,True,2.0,27,22,0.6744899999999999,2.0,0.0009909735526889565,0.0033630446996539827,3.3263607025146484,0
5,quadratic,1024,-1.0,22941,mse,1e-08,0.01,0.9,10000,True,1024,1,10,100,p-sgd,True,2.0,28,22,0.6744899999999999,2.0,0.0009874344104900956,0.00247711013071239,2.548300862312317,0
6,quadratic,1024,-1.0,19214,mse,1e-08,0.01,0.9,10000,True,1024,1,10,100,p-sgd,True,2.0,29,22,0.6744899999999999,2.0,0.000977098592557013,0.0025457685114815827,2.5876479148864746,0
7,quadratic,1024,-1.0,18859,mse,1e-08,0.01,0.9,10000,True,1024,1,10,100,p-sgd,True,2.0,30,22,0.6744899999999999,2.0,0.0009621705394238235,1.959380733751459e-05,0.0197175070643425,0
8,quadratic,1024,-1.0,17430,mse,1e-08,0.01,0.9,10000,True,1024,1,10,100,p-sgd,True,2.0,31,22,0.6744899999999999,2.0,0.0009724654955789447,2.318815495527815e-05,0.024612244218587875,0
9,quadratic,1024,-1.0,13107,mse,1e-08,0.01,0.9,10000,True,1024,1,10,100,p-sgd,True,2.0,32,22,0.6744899999999999,2.0,0.0009815898956730964,0.0021791347535327077,2.1561587452888493,0
0,quadratic,256,,1806,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,2.0,23,22,0.6744899999999999,1.0,5.840358257293701,0.10505276266485453,27.226605892181396,0
1,quadratic,256,,3385,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,2.0,24,22,0.6744899999999999,1.0,5.8358893394470215,0.11090918630361556,28.409297466278076,0
2,quadratic,256,,2437,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,2.0,25,22,0.6744899999999999,1.0,5.24295711517334,0.10480296518653633,27.548073530197144,0
3,quadratic,256,,3257,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,2.0,26,22,0.6744899999999999,1.0,14.763649940490724,0.09940708056092262,27.11583614349365,0
4,quadratic,256,,2641,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,2.0,27,22,0.6744899999999999,1.0,7.181779384613037,0.0804409384727478,20.2859103679657,0
5,quadratic,256,,2483,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,2.0,28,22,0.6744899999999999,1.0,9.391561508178713,0.09585494734346868,25.223626375198364,0
6,quadratic,256,,1469,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,2.0,29,22,0.6744899999999999,1.0,5.079797744750977,0.12191101163625714,30.54162359237671,0
7,quadratic,256,,2818,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,2.0,30,22,0.6744899999999999,1.0,7.451583385467528,0.12638033367693424,30.177479982376102,0
8,quadratic,256,,2064,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,2.0,31,22,0.6744899999999999,1.0,6.3135666847229,0.09992269240319727,22.997087001800537,0
9,quadratic,256,,2834,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,2.0,32,22,0.6744899999999999,1.0,5.073707103729248,0.119279308244586,30.8370213508606,0
0,quadratic,4096,,3817,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,gd,,4.0,23,22,0.6744899999999999,1.0,4.022657871246338,0.6954184174537659,2848.433837890625,0
1,quadratic,4096,,4079,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,gd,,4.0,24,22,0.6744899999999999,1.0,4.984574794769287,0.7399926185607909,3031.009765625,0
2,quadratic,4096,,5337,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,gd,,4.0,25,22,0.6744899999999999,1.0,4.550271034240723,0.7252739667892456,2970.72216796875,0
3,quadratic,4096,,4929,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,gd,,4.0,26,22,0.6744899999999999,1.0,4.49379825592041,0.6522121429443359,2671.4609375,0
4,quadratic,4096,,8041,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,gd,,4.0,27,22,0.6744899999999999,1.0,5.3962507247924805,0.7581422924995422,3105.350830078125,0
5,quadratic,4096,,3483,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,gd,,4.0,28,22,0.6744899999999999,1.0,5.646482467651367,0.7774001359939575,3184.23095703125,0
6,quadratic,4096,,4937,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,gd,,4.0,29,22,0.6744899999999999,1.0,5.521481990814209,0.6952995657920837,2847.947021484375,0
7,quadratic,4096,,6419,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,gd,,4.0,30,22,0.6744899999999999,1.0,5.7172675132751465,0.7089552879333496,2903.880859375,0
8,quadratic,4096,,10413,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,gd,,4.0,31,22,0.6744899999999999,1.0,5.481600761413574,0.6840858459472656,2802.015625,0
9,quadratic,4096,,6956,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,gd,,4.0,32,22,0.6744899999999999,1.0,3.1255199909210205,0.6871770620346069,2814.67724609375,0
0,quadratic,12,,1571,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,0.1,33,32,0.6744899999999999,1.0,4.431869983673097,8.085624571120398e-09,7.926722310634835e-08,0
1,quadratic,12,,1202,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,0.1,34,32,0.6744899999999999,1.0,4.926168441772461,2.191012143320453e-09,1.80370636944834e-08,0
2,quadratic,12,,1420,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,0.1,35,32,0.6744899999999999,1.0,4.268873214721681,7.638466155886666e-09,9.796163603760355e-08,0
3,quadratic,12,,1446,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,0.1,36,32,0.6744899999999999,1.0,2.7695467472076416,3.501097560013969e-09,3.940856727366634e-08,0
4,quadratic,12,,1279,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,0.1,37,32,0.6744899999999999,1.0,4.658651828765869,8.8815303753462e-09,1.0473712327060033e-07,0
5,quadratic,12,,1580,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,0.1,38,32,0.6744899999999999,1.0,5.637758255004883,3.407287809922524e-09,3.1407769027522484e-08,0
6,quadratic,12,,1450,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,0.1,39,32,0.6744899999999999,1.0,5.800614833831787,7.001010216001192e-09,8.880862109903217e-08,0
7,quadratic,12,,1384,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,0.1,40,32,0.6744899999999999,1.0,3.808065176010132,4.907682605982522e-09,7.725606347245655e-08,0
8,quadratic,12,,1357,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,0.1,41,32,0.6744899999999999,1.0,5.307625770568848,9.404835330270895e-09,5.35284089645908e-08,0
9,quadratic,12,,2008,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,0.1,42,32,0.6744899999999999,1.0,5.754343032836914,1.6345944104440629e-09,7.806800539356118e-09,0
0,quadratic,768,,23,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,6.0,23,22,0.6744899999999999,1.0,0.0009528057416900992,0.001131005512434058,0.8686122298240662,0
1,quadratic,768,,67,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,6.0,24,22,0.6744899999999999,1.0,0.0005808662390336393,0.0006659727987425867,0.5114671066403389,0
2,quadratic,768,,66,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,6.0,25,22,0.6744899999999999,1.0,0.0008476418443024157,0.0028081564378226176,2.1566641181707378,0
3,quadratic,768,,29,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,6.0,26,22,0.6744899999999999,1.0,0.0005619348376058042,0.0005168360512470828,0.3969300910830498,0
4,quadratic,768,,38,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,6.0,27,22,0.6744899999999999,1.0,0.0006485635531134902,0.0008540157941752112,0.6558841355144978,0
5,quadratic,768,,33,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,6.0,28,22,0.6744899999999999,1.0,0.000929256551899016,0.002557359097409062,1.9640518203377724,0
6,quadratic,768,,35,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,6.0,29,22,0.6744899999999999,1.0,0.0006391853094100952,0.0012675825710175561,0.9735034219920636,0
7,quadratic,768,,29,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,6.0,30,22,0.6744899999999999,1.0,0.0009771782206371429,0.003031919499335345,2.3285142108798027,0
8,quadratic,768,,1179,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,6.0,31,22,0.6744899999999999,1.0,0.0008989190100692213,0.001546423212857917,1.1876530274748802,0
9,quadratic,768,,1678,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,6.0,32,22,0.6744899999999999,1.0,0.000798107881564647,0.0010007426826632582,0.7685703709721565,0
0,quadratic,3584,-1.0,458,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,7.0,23,22,0.6744899999999999,2.0,0.0008852519677020609,0.00014175853721098974,0.5037409514188766,0
1,quadratic,3584,-1.0,400,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,7.0,24,22,0.6744899999999999,2.0,0.0009445031173527241,0.00016605428390903398,0.5973098278045654,0
2,quadratic,3584,-1.0,358,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,7.0,25,22,0.6744899999999999,2.0,0.0008616833365522325,0.00018600285693537444,0.6775636076927185,0
3,quadratic,3584,-1.0,282,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,7.0,26,22,0.6744899999999999,2.0,0.0009220553911291064,0.00014175852265907452,0.5167255997657776,0
4,quadratic,3584,-1.0,271,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,7.0,27,22,0.6744899999999999,2.0,0.0009767113951966166,0.0001832829002523795,0.65046226978302,0
5,quadratic,3584,-1.0,237,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,7.0,28,22,0.6744899999999999,2.0,0.0009441996226087213,0.00012137146404711531,0.4376703202724457,0
6,quadratic,3584,-1.0,311,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,7.0,29,22,0.6744899999999999,2.0,0.0008537295507267118,0.0001611113257240504,0.5750212371349335,0
7,quadratic,3584,-1.0,505,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,7.0,30,22,0.6744899999999999,2.0,0.0009275278425775467,0.00010137710705748759,0.35573892295360565,0
8,quadratic,3584,-1.0,319,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,7.0,31,22,0.6744899999999999,2.0,0.0009278645156882703,0.00016294835950247943,0.5887914001941681,0
9,quadratic,3584,-1.0,483,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,7.0,32,22,0.6744899999999999,2.0,0.0008933487697504461,0.00014603159797843546,0.5157777518033981,0
0,quadratic,1024,-1.0,100014,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,gd,True,1.0,23,22,0.6744899999999999,2.0,3.299685001373291,0.015062715858221052,15.42422103881836,0
1,quadratic,1024,-1.0,100014,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,gd,True,1.0,24,22,0.6744899999999999,2.0,4.0000362396240225,0.03130342811346054,32.054710388183594,0
2,quadratic,1024,-1.0,100014,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,gd,True,1.0,25,22,0.6744899999999999,2.0,3.3876962661743164,0.0253920741379261,26.001483917236328,0
3,quadratic,1024,-1.0,100014,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,gd,True,1.0,26,22,0.6744899999999999,2.0,4.225937366485597,0.015250279568135737,15.616286277770994,0
4,quadratic,1024,-1.0,100014,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,gd,True,1.0,27,22,0.6744899999999999,2.0,4.425104141235352,0.019385071471333504,19.850313186645508,0
5,quadratic,1024,-1.0,100014,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,gd,True,1.0,28,22,0.6744899999999999,2.0,3.625901222229004,0.027830231934785843,28.498157501220703,0
6,quadratic,1024,-1.0,100014,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,gd,True,1.0,29,22,0.6744899999999999,2.0,4.979966640472412,0.0168444886803627,17.248756408691403,0
7,quadratic,1024,-1.0,100014,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,gd,True,1.0,30,22,0.6744899999999999,2.0,4.096928596496582,0.024398732930421833,24.984302520751953,0
8,quadratic,1024,-1.0,100014,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,gd,True,1.0,31,22,0.6744899999999999,2.0,3.213833332061768,0.015192222781479359,15.556836128234865,0
9,quadratic,1024,-1.0,100014,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,gd,True,1.0,32,22,0.6744899999999999,2.0,4.513684272766113,0.024869021028280255,25.465877532958984,0
0,quadratic,870,-1.0,56351,mse,1e-08,0.01,0.9,10000,True,1024,1,10,100,p-sgd,True,1.7,23,22,0.6744899999999999,2.0,0.000998551957309246,8.093484666460428e-06,0.007053582463413477,0
1,quadratic,870,-1.0,60266,mse,1e-08,0.01,0.9,10000,True,1024,1,10,100,p-sgd,True,1.7,24,22,0.6744899999999999,2.0,0.0009843673324212432,1.562976331115351e-05,0.013407421298325062,0
2,quadratic,870,-1.0,39292,mse,1e-08,0.01,0.9,10000,True,1024,1,10,100,p-sgd,True,1.7,25,22,0.6744899999999999,2.0,0.0009868808556348083,2.397282514721155e-05,0.02142732311040163,0
3,quadratic,870,-1.0,71335,mse,1e-08,0.01,0.9,10000,True,1024,1,10,100,p-sgd,True,1.7,26,22,0.6744899999999999,2.0,0.00096714252140373,1.681338562775636e-05,0.014488286338746548,0
4,quadratic,870,-1.0,72033,mse,1e-08,0.01,0.9,10000,True,1024,1,10,100,p-sgd,True,1.7,27,22,0.6744899999999999,2.0,0.0009959280723705888,8.306141808134269e-06,0.007354947505518794,0
5,quadratic,870,-1.0,34469,mse,1e-08,0.01,0.9,10000,True,1024,1,10,100,p-sgd,True,1.7,28,22,0.6744899999999999,2.0,0.0009914840338751674,5.006486844649771e-06,0.004325604764744639,0
6,quadratic,870,-1.0,50101,mse,1e-08,0.01,0.9,10000,True,1024,1,10,100,p-sgd,True,1.7,29,22,0.6744899999999999,2.0,0.0009943107143044472,6.7515886712499196e-06,0.005802965490147471,0
7,quadratic,870,-1.0,55972,mse,1e-08,0.01,0.9,10000,True,1024,1,10,100,p-sgd,True,1.7,30,22,0.6744899999999999,2.0,0.0009926314232870936,4.955390522809466e-06,0.00430127908475697,0
8,quadratic,870,-1.0,53986,mse,1e-08,0.01,0.9,10000,True,1024,1,10,100,p-sgd,True,1.7,31,22,0.6744899999999999,2.0,0.0009944397024810314,1.3118360584485346e-05,0.01131427101790905,0
9,quadratic,870,-1.0,63445,mse,1e-08,0.01,0.9,10000,True,1024,1,10,100,p-sgd,True,1.7,32,22,0.6744899999999999,2.0,0.000990705331787467,8.675222943566041e-06,0.007611816981807352,0
0,quadratic,704,,560,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,5.5,33,32,0.6744899999999999,1.0,0.0007010338595137,0.0002330522420379566,0.1640687733888626,0
1,quadratic,704,,82,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,5.5,34,32,0.6744899999999999,1.0,0.0008057384984567761,0.00023601191969646607,0.16615239530801773,0
2,quadratic,704,,116,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,5.5,35,32,0.6744899999999999,1.0,0.0006962552433833481,0.0002827136959240306,0.19903044402599332,0
3,quadratic,704,,290,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,5.5,36,32,0.6744899999999999,1.0,0.0007704757736064494,0.00020463671717152462,0.1440642476081848,0
4,quadratic,704,,100,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,5.5,37,32,0.6744899999999999,1.0,0.0007323420722968876,0.00019787037126661744,0.13930074125528336,0
5,quadratic,704,,1901,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,5.5,38,32,0.6744899999999999,1.0,5.752237319946289,0.9924556165933608,698.6887512207031,0
6,quadratic,704,,51,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,5.5,39,32,0.6744899999999999,1.0,0.0009424031595699488,0.0008395982004003598,0.5910771340131761,0
7,quadratic,704,,362,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,5.5,40,32,0.6744899999999999,1.0,0.0009676935733295976,0.00028832265525124967,0.20297914929687974,0
8,quadratic,704,,2293,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,5.5,41,32,0.6744899999999999,1.0,0.0007560618687421082,0.0002971157955471426,0.2091695219278336,0
9,quadratic,704,,50,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,5.5,42,32,0.6744899999999999,1.0,0.0008751734858378768,0.0015555553836748006,1.0951109938323498,0
0,quadratic,1792,-1.0,1681,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,3.5,23,22,0.6744899999999999,2.0,0.0009899587603285909,4.1853718357742764e-05,0.07720037549734116,0
1,quadratic,1792,-1.0,3611,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,3.5,24,22,0.6744899999999999,2.0,0.0009770647156983614,5.326174505171366e-05,0.09477992355823517,0
2,quadratic,1792,-1.0,3881,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,3.5,25,22,0.6744899999999999,2.0,0.0009694922482594848,4.461312892090064e-05,0.07892012968659401,0
3,quadratic,1792,-1.0,4713,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,3.5,26,22,0.6744899999999999,2.0,0.0009985562646761537,4.927353438688442e-05,0.09063852578401567,0
4,quadratic,1792,-1.0,5507,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,3.5,27,22,0.6744899999999999,2.0,0.0009768531890586019,6.550561738549732e-05,0.1167927160859108,0
5,quadratic,1792,-1.0,3646,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,3.5,28,22,0.6744899999999999,2.0,0.0009854718809947374,6.558324457728304e-05,0.11713356524705887,0
6,quadratic,1792,-1.0,7639,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,3.5,29,22,0.6744899999999999,2.0,0.0009910066146403553,5.350703941076063e-05,0.09508200734853743,0
7,quadratic,1792,-1.0,5955,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,3.5,30,22,0.6744899999999999,2.0,0.0009943387703970077,4.847029413213022e-05,0.08681586012244225,0
8,quadratic,1792,-1.0,6269,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,3.5,31,22,0.6744899999999999,2.0,0.0009701397502794863,4.868534415436443e-05,0.08890005946159363,0
9,quadratic,1792,-1.0,5906,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,3.5,32,22,0.6744899999999999,2.0,0.0009808317990973592,6.0745576774934314e-05,0.11098244786262512,0
0,quadratic,512,,744,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,4.0,23,22,0.6744899999999999,1.0,0.0009211316937580704,0.00010899925928242736,0.05894908821210265,0
1,quadratic,512,,587,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,4.0,24,22,0.6744899999999999,1.0,0.0009961192263290286,0.0001388407290505711,0.07367043197154999,0
2,quadratic,512,,1976,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,4.0,25,22,0.6744899999999999,1.0,2.6169309616088867,0.43479148671031,214.12082290649414,0
3,quadratic,512,,2380,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,4.0,26,22,0.6744899999999999,1.0,0.0009729245211929084,6.733986447216012e-05,0.033971254946663976,0
4,quadratic,512,,1663,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,4.0,27,22,0.6744899999999999,1.0,0.0009698324138298633,8.584348051954295e-05,0.04307858971878886,0
5,quadratic,512,,1998,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,4.0,28,22,0.6744899999999999,1.0,6.795626163482666,0.394528653472662,207.56871795654297,0
6,quadratic,512,,1444,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,4.0,29,22,0.6744899999999999,1.0,0.0009915527189150453,7.796650243108161e-05,0.03839318919926882,0
7,quadratic,512,,2826,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,4.0,30,22,0.6744899999999999,1.0,4.034912586212158,0.3599846325814724,182.29075813293457,0
8,quadratic,512,,1418,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,4.0,31,22,0.6744899999999999,1.0,3.12761664390564,0.4291788153350353,203.40792083740237,0
9,quadratic,512,,2655,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,4.0,32,22,0.6744899999999999,1.0,3.6768298149108887,0.3734836094081402,191.9152946472168,0
0,quadratic,1024,-1.0,100014,mse,1e-08,0.02,0.9,10000,False,1024,1,10,100,p-sgd,True,2.0,23,22,0.6744899999999999,2.0,5.510073661804199,1180.1860961914062,1181361.3125,0
1,quadratic,1024,-1.0,100014,mse,1e-08,0.02,0.9,10000,False,1024,1,10,100,p-sgd,True,2.0,24,22,0.6744899999999999,2.0,5.271812915802002,2.413547992706299,2470.1883544921875,0
2,quadratic,1024,-1.0,100014,mse,1e-08,0.02,0.9,10000,False,1024,1,10,100,p-sgd,True,2.0,25,22,0.6744899999999999,2.0,5.518182754516602,1120.2943725585938,1181909.5625,0
3,quadratic,1024,-1.0,100014,mse,1e-08,0.02,0.9,10000,False,1024,1,10,100,p-sgd,True,2.0,26,22,0.6744899999999999,2.0,7.4551124572753915,0.22385018318891525,230.6718292236328,0
4,quadratic,1024,-1.0,100014,mse,1e-08,0.02,0.9,10000,False,1024,1,10,100,p-sgd,True,2.0,27,22,0.6744899999999999,2.0,5.506892204284668,1155.0148315429688,1181580.1875,0
5,quadratic,1024,-1.0,100014,mse,1e-08,0.02,0.9,10000,False,1024,1,10,100,p-sgd,True,2.0,28,22,0.6744899999999999,2.0,6.549072742462157,0.14554553478956225,146.05289459228516,0
6,quadratic,1024,-1.0,100014,mse,1e-08,0.02,0.9,10000,False,1024,1,10,100,p-sgd,True,2.0,29,22,0.6744899999999999,2.0,4.706857681274414,0.14808426052331924,155.27999877929688,0
7,quadratic,1024,-1.0,100014,mse,1e-08,0.02,0.9,10000,False,1024,1,10,100,p-sgd,True,2.0,30,22,0.6744899999999999,2.0,5.507383346557617,1160.0736083984375,1181527.875,0
8,quadratic,1024,-1.0,100014,mse,1e-08,0.02,0.9,10000,False,1024,1,10,100,p-sgd,True,2.0,31,22,0.6744899999999999,2.0,5.515958786010742,1133.8148193359375,1181435.0625,0
0,quadratic,921,-1.0,27572,mse,1e-08,0.01,0.9,10000,False,1024,1,10,100,p-sgd,True,1.8,23,22,0.6744899999999999,2.0,0.0009809067705646157,1.5734042790427342e-05,0.01421383364746968,0
1,quadratic,921,-1.0,100014,mse,1e-08,0.01,0.9,10000,False,1024,1,10,100,p-sgd,True,1.8,24,22,0.6744899999999999,2.0,4.628740310668945,0.13494245956341425,122.83927663167316,0
2,quadratic,921,-1.0,100014,mse,1e-08,0.01,0.9,10000,False,1024,1,10,100,p-sgd,True,1.8,25,22,0.6744899999999999,2.0,3.4791252613067627,0.11886106183131535,112.28186798095705,0
3,quadratic,921,-1.0,69434,mse,1e-08,0.01,0.9,10000,False,1024,1,10,100,p-sgd,True,1.8,26,22,0.6744899999999999,2.0,0.000967737112659961,1.3997399340344904e-05,0.012722795518736044,0
4,quadratic,921,-1.0,100014,mse,1e-08,0.01,0.9,10000,False,1024,1,10,100,p-sgd,True,1.8,27,22,0.6744899999999999,2.0,4.892469882965088,0.07685762147108714,70.65603383382161,0
5,quadratic,921,-1.0,100014,mse,1e-08,0.01,0.9,10000,False,1024,1,10,100,p-sgd,True,1.8,28,22,0.6744899999999999,2.0,2.827067613601685,0.10358915229638416,90.64459991455078,0
6,quadratic,921,-1.0,100014,mse,1e-08,0.01,0.9,10000,False,1024,1,10,100,p-sgd,True,1.8,29,22,0.6744899999999999,2.0,4.595995903015137,0.10297403236230214,94.73532104492188,0
7,quadratic,921,-1.0,100014,mse,1e-08,0.01,0.9,10000,False,1024,1,10,100,p-sgd,True,1.8,30,22,0.6744899999999999,2.0,2.255040645599365,0.11500452707211176,109.28883361816406,0
8,quadratic,921,-1.0,51416,mse,1e-08,0.01,0.9,10000,False,1024,1,10,100,p-sgd,True,1.8,31,22,0.6744899999999999,2.0,0.0009629906853660939,1.8323098023150426e-05,0.016918327659368515,0
9,quadratic,921,-1.0,50362,mse,1e-08,0.01,0.9,10000,False,1024,1,10,100,p-sgd,True,1.8,32,22,0.6744899999999999,2.0,0.0009898870484903457,1.5860734189724703e-05,0.014606267213821413,0
0,quadratic,704,,188,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,5.5,23,22,0.6744899999999999,1.0,0.000989096937701106,0.00011114820790680825,0.0769429411739111,0
1,quadratic,704,,481,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,5.5,24,22,0.6744899999999999,1.0,0.0009673645254224539,0.00012363838595774723,0.08872686792165041,0
2,quadratic,704,,138,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,5.5,25,22,0.6744899999999999,1.0,0.0009056348935700953,0.00015089802764123306,0.1061445828527212,0
3,quadratic,704,,275,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,5.5,26,22,0.6744899999999999,1.0,0.0009593103895895183,7.803018252161564e-05,0.05588476313278079,0
4,quadratic,704,,423,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,5.5,27,22,0.6744899999999999,1.0,0.0008693712879903616,9.194470658258068e-05,0.0640318333171308,0
5,quadratic,704,,185,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,5.5,28,22,0.6744899999999999,1.0,0.0008491284679621457,0.00010418660258437741,0.0725618819706142,0
